congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
118,House,22314,47,1,NC,100,,,"DAVIS, Don",D000230,1971,,-0.259,0.891,-131.42318,0.88532,1079,55,,-0.259,0.893
118,House,22318,47,11,NC,200,,,"EDWARDS, Chuck",E000246,1960,,0.381,0.476,-166.58239,0.85959,1101,46,,0.381,0.476
118,House,22320,47,4,NC,100,,,"FOUSHEE, Valerie",F000477,1956,,-0.529,-0.254,-34.36207,0.96894,1089,12,,-0.529,-0.253
118,House,22331,47,14,NC,100,,,"JACKSON, Jeff",J000308,1982,,-0.263,0.171,-77.04034,0.93176,1090,33,,-0.263,0.171
118,House,22355,47,13,NC,100,,,"NICKEL, Wiley",N000194,1975,,-0.243,0.246,-87.05238,0.9227,1082,34,,-0.243,0.246
118,House,21901,36,1,ND,200,,,"ARMSTRONG, Kelly",A000377,1976,,0.449,0.064,-154.01432,0.86417,1055,72,,0.419,0.064
118,House,21996,95,0,MP,100,,,"SABLAN, Gregorio Kilili Camacho",S001177,1955,,-0.419,-0.252,-15.9778,0.96187,411,6,,-0.381,-0.356
118,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.346,0.13,-143.33064,0.8772,1094,61,,-0.292,0.341
118,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.267,0.254,-119.58834,0.89167,1043,44,,0.234,0.476
118,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964,,0.714,-0.189,-80.44328,0.92948,1100,29,,0.671,-0.199
118,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.509,0.284,-110.10571,0.90629,1119,37,,0.483,0.245
118,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.436,0.235,-78.83363,0.88725,659,36,,0.535,0.435
118,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.527,0.289,-104.03981,0.91061,1111,38,,0.543,0.397
118,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.436,0.011,-39.08825,0.96468,1087,16,,-0.444,-0.152
118,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957,,0.251,0.315,-95.45999,0.91149,1030,31,,0.236,0.416
118,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.656,-0.359,-158.52862,0.86567,1099,67,,0.611,-0.406
118,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.46,0.2,-113.17774,0.90372,1118,41,,0.513,0.262
118,House,22161,24,11,OH,100,,,"BROWN, Shontel  M.",B001313,1975,,-0.445,-0.121,-35.27943,0.96883,1114,12,,-0.441,-0.133
118,House,22162,24,15,OH,200,,,"CAREY, Mike",C001126,1971,,0.407,-0.001,-166.4276,0.86123,1114,82,,0.407,0.009
118,House,22338,24,1,OH,100,,,"LANDSMAN, Greg",L000601,1976,,-0.217,0.208,-93.34115,0.91661,1072,34,,-0.217,0.204
118,House,22349,24,7,OH,200,,,"MILLER, Max",M001222,1988,,0.389,0.048,-161.80127,0.85966,1070,85,,0.389,0.048
118,House,22367,24,13,OH,100,,,"SYKES, Emilia",S001223,1986,,-0.323,0.153,-63.80179,0.94315,1090,35,,-0.333,0.152
118,House,22379,24,6,OH,200,,,"RULLI, Michael A.",R000619,1969,,0.405,-0.085,-32.31665,0.85861,212,17,,0.405,-0.087
118,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.323,0.412,-84.87099,0.92522,1092,25,,0.332,0.75
118,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961,,0.682,-0.059,-83.50803,0.92765,1112,29,,0.651,-0.098
118,House,22102,53,5,OK,200,,,"BICE, Stephanie I.",B000740,1973,,0.412,0.325,-125.77482,0.89333,1115,61,,0.403,0.277
118,House,22303,53,2,OK,200,,,"BRECHEEN, Josh",B001317,1979,,0.853,-0.477,-78.63068,0.93119,1103,36,,0.853,-0.477
118,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.361,0.452,-82.03878,0.92646,1074,28,,0.384,0.85
118,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.397,-0.417,-43.10867,0.96007,1058,12,,-0.44,-0.417
118,House,22101,72,2,OR,200,,,"BENTZ, Cliff",B000668,1952,,0.479,0.26,-115.59747,0.90135,1113,42,,0.474,0.232
118,House,22308,72,5,OR,200,,,"CHAVEZ-DEREMER, Lori",C001135,1968,,0.167,0.426,-110.74436,0.90406,1098,42,,0.167,0.426
118,House,22327,72,4,OR,100,,,"HOYLE, Val",H001094,1964,,-0.224,-0.371,-77.07068,0.93167,1089,31,,-0.226,-0.376
118,House,22361,72,6,OR,100,,,"SALINAS, Andrea",S001226,1969,,-0.207,-0.2,-74.87999,0.93459,1107,35,,-0.205,-0.194
118,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.426,-0.626,-52.25913,0.94953,1009,24,,-0.475,-0.402
118,House,20946,14,15,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.335,0.334,-157.28402,0.86788,1110,63,,0.367,0.29
118,House,21167,14,16,PA,200,,,"KELLY, Mike",K000376,1948,,0.377,0.396,-115.36345,0.89104,1000,39,,0.436,0.576
118,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962,,0.68,-0.479,-103.12766,0.90933,1085,41,,0.781,-0.537
118,House,21358,14,8,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.344,0.042,-118.25905,0.89745,1093,50,,-0.306,0.308
118,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.383,0.153,-79.07536,0.92959,1083,36,,-0.345,0.194
118,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.466,-0.156,-35.70685,0.9552,779,14,,-0.474,-0.266
118,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.138,-0.098,-245.6228,0.8026,1117,114,,0.111,-0.044
118,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.453,0.133,-153.84556,0.87069,1111,60,,0.47,0.096
118,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.441,-0.22,-41.61881,0.9616,1063,19,,-0.449,-0.339
118,House,21763,14,7,PA,100,,,"WILD, Susan",W000826,1957,,-0.261,0.305,-110.59003,0.90181,1070,51,,-0.25,0.266
118,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959,,-0.444,-0.073,-41.59828,0.96305,1105,19,,-0.433,-0.113
118,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967,,-0.26,0.244,-107.55017,0.90604,1090,40,,-0.234,0.092
118,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957,,0.575,-0.015,-128.90504,0.89091,1116,52,,0.582,-0.058
118,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964,,0.492,0.192,-131.09087,0.8858,1081,57,,0.464,0.101
118,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983,,0.444,0.056,-136.17173,0.88474,1112,62,,0.555,0.133
118,House,22316,14,17,PA,100,,,"DELUZIO, Chris",D000530,1984,,-0.241,-0.149,-107.66616,0.90772,1112,40,,-0.239,-0.147
118,House,22342,14,12,PA,100,,,"LEE, Summer",L000602,1987,,-0.414,-0.91,-43.57729,0.96181,1119,12,,-0.739,-0.674
118,House,21992,92,0,PR,200,,,"GONZÁLEZ-CÓLON, Jenniffer",G000582,1976,,0.221,0.456,-79.24216,0.81178,380,40,,0.222,0.532
118,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.389,-0.262,-7.12944,0.96614,207,1,,-0.45,0.016
118,House,22345,5,2,RI,100,,,"MAGAZINER, Seth",M001223,1983,,-0.339,0.21,-57.50031,0.94498,1016,25,,-0.342,0.222
118,House,22375,5,1,RI,100,,,"AMO, Gabe",A000380,1987,,-0.53,0.032,-22.79925,0.95797,531,7,,-0.529,0.038
118,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.53,0.161,-144.26564,0.87656,1095,63,,0.597,0.371
118,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.695,-0.095,-99.82885,0.91286,1095,40,,0.651,-0.176
118,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.846,-0.383,-103.82976,0.90961,1096,45,,0.816,-0.445
118,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984,,0.599,0.056,-95.54586,0.91788,1115,37,,0.625,-0.032
118,House,22132,48,1,SC,200,,,"MACE, Nancy",M000194,1977,,0.338,-0.284,-301.49286,0.75484,1072,165,,0.309,-0.338
118,House,22322,48,7,SC,200,,,"FRY, Russell",F000478,1985,,0.525,-0.273,-133.13755,0.88726,1113,51,,0.523,-0.272
118,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.466,0.247,-46.62794,0.95864,1104,14,,-0.584,0.232
118,House,21935,37,1,SD,200,,,"JOHNSON, Dustin",J000301,1976,,0.465,0.138,-109.3115,0.90613,1109,41,,0.51,0.176
118,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.392,-0.294,-95.77039,0.91438,1070,35,,-0.351,-0.048
118,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.432,0.392,-168.10635,0.86028,1117,71,,0.336,0.323
118,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.579,-0.051,-114.21745,0.89803,1062,55,,0.607,0.013
118,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.542,0.343,-148.72985,0.87223,1088,63,,0.581,0.446
118,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964,,0.665,-0.423,-142.03105,0.8806,1117,60,,0.674,-0.572
118,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964,,0.669,0.015,-87.8386,0.91871,1036,39,,0.653,0.004
118,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965,,0.667,0.115,-122.33586,0.89393,1091,56,,0.623,0.107
118,House,22122,54,1,TN,200,,,"HARSHBARGER, Diana",H001086,1960,,0.676,-0.085,-108.82751,0.90709,1116,46,,0.699,-0.157
118,House,22357,54,5,TN,200,,,"OGLES, Andy",O000175,1971,,0.803,-0.359,-83.37816,0.92597,1084,40,,0.802,-0.359
118,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.565,-0.164,-187.16915,0.84222,1090,80,,0.504,-0.138
118,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.486,0.553,-133.67005,0.87127,970,59,,0.439,0.334
118,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.444,0.264,-105.40509,0.90775,1089,34,,-0.499,-0.153
118,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.411,0.172,-158.18438,0.86387,1081,65,,0.39,0.264
118,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.226,0.63,-188.65249,0.84147,1093,92,,-0.193,0.67
118,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.725,0.02,-83.5234,0.92682,1099,32,,0.666,-0.04
118,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.399,-0.123,-62.49449,0.9393,998,30,,-0.39,-0.463
118,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.596,0.052,-82.56239,0.92354,1038,21,,0.638,-0.024
118,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.408,0.346,-125.43092,0.89297,1108,48,,-0.541,0.841
118,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.711,0.108,-77.77746,0.93082,1085,31,,0.71,0.144
118,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.643,-0.004,-145.40844,0.87226,1064,51,,0.613,0.052
118,House,21722,49,34,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.382,0.817,-189.8342,0.83935,1084,87,,-0.349,0.937
118,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.686,-0.36,-93.74551,0.91866,1105,41,,0.709,-0.461
118,House,21900,49,32,TX,100,,,"ALLRED, Colin",A000376,1983,,-0.422,0.723,-107.17746,0.90788,1109,51,,-0.445,0.875
118,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984,,0.434,0.275,-147.10828,0.86471,1012,64,,0.507,0.534
118,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969,,-0.487,-0.259,-43.47443,0.96018,1070,20,,-0.525,-0.137
118,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975,,-0.497,0.868,-150.11037,0.8709,1086,63,,-0.525,0.851
118,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950,,-0.782,0.324,-68.74328,0.93833,1080,28,,-0.486,-0.193
118,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982,,0.722,-0.06,-114.58962,0.90149,1105,43,,0.609,-0.099
118,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972,,0.8,-0.6,-98.02454,0.91415,1092,44,,0.801,-0.599
118,House,22112,49,4,TX,200,,,"FALLON, Pat",F000246,1967,,0.714,0.119,-84.10632,0.92587,1092,37,,0.714,0.103
118,House,22119,49,23,TX,200,,,"GONZALES, Tony",G000594,1980,,0.34,0.234,-153.27896,0.86284,1039,57,,0.356,0.23
118,House,22125,49,13,TX,200,,,"JACKSON, Ronny",J000304,1967,,0.775,0.14,-81.22878,0.92716,1074,30,,0.77,0.125
118,House,22143,49,22,TX,200,,,"NEHLS, Troy E.",N000026,1968,,0.611,-0.245,-99.80139,0.90757,1029,36,,0.59,-0.345
118,House,22147,49,11,TX,200,,,"PFLUGER, August",P000048,1977,,0.637,0.371,-110.03221,0.90595,1114,43,,0.594,0.308
118,House,22155,49,24,TX,200,,,"VAN DUYNE, Beth",V000134,1970,,0.604,0.003,-101.98746,0.91214,1109,42,,0.679,0.081
118,House,22160,49,6,TX,200,,,"ELLZEY, Jake",E000071,1970,,0.515,0.698,-150.01598,0.8739,1113,74,,0.536,0.844
118,House,22307,49,35,TX,100,,,"CASAR, Greg",C001131,1989,,-0.405,-0.872,-42.71194,0.96192,1100,17,,-0.405,-0.872
118,House,22312,49,30,TX,100,,,"CROCKETT, Jasmine",C001130,1981,,-0.504,-0.206,-44.38156,0.95948,1073,15,,-0.503,-0.205
118,House,22315,49,15,TX,200,,,"DE LA CRUZ, Monica",D000594,1974,,0.466,0.138,-125.21689,0.88985,1073,51,,0.466,0.138
118,House,22328,49,38,TX,200,,,"HUNT, Wesley",H001095,1981,,0.597,-0.281,-98.95144,0.89927,932,38,,0.595,-0.28
118,House,22344,49,8,TX,200,,,"LUTTRELL, Morgan",L000603,1975,,0.607,-0.014,-124.43067,0.89277,1097,54,,0.608,-0.015
118,House,22352,49,1,TX,200,,,"MORAN, Nathaniel",M001224,1974,,0.571,0.546,-157.16282,0.86787,1109,82,,0.571,0.546
118,House,22364,49,3,TX,200,,,"SELF, Keith",S001224,1953,,0.825,-0.226,-110.61294,0.90523,1111,45,,0.825,-0.227
118,House,22382,49,18,TX,100,,,"LEE CARTER, Erica",L000605,1980,,-0.331,-0.379,-0.5385,0.98929,50,0,,-0.33,-0.38
118,House,29571,49,37,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.33,-71.32257,0.93649,1087,27,,-0.403,-0.44
118,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.459,0.121,-34.65994,0.94387,600,15,,-0.389,-0.085
118,House,29759,49,17,TX,200,,,"SESSIONS, Pete",S000250,1955,,0.585,0.169,-145.22696,0.87219,1062,60,,0.551,0.222
118,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.403,0.243,-118.95949,0.86897,847,54,,0.456,0.462
118,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.499,0.167,-20.09721,0.94194,336,9,,0.437,0.141
118,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.447,0.128,-195.01169,0.83253,1064,103,,0.39,0.036
118,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980,,0.365,0.322,-158.66749,0.86579,1101,58,,0.381,0.362
118,House,22146,67,4,UT,200,,,"OWENS, Burgess",O000086,1951,,0.452,0.164,-170.64742,0.85785,1113,99,,0.443,0.123
118,House,22376,67,2,UT,200,,,"MALOY, Celeste",M001228,1981,,0.423,0.083,-57.4114,0.89028,494,33,,0.423,0.083
118,House,22301,6,1,VT,100,,,"BALINT, Becca",B001318,1968,,-0.453,-0.475,-37.16134,0.96678,1100,11,,-0.452,-0.475
118,House,21994,96,0,VI,100,,,"PLASKETT, Stacey E.",P000610,1966,,-0.451,0.507,-37.8796,0.92472,484,18,,-0.499,0.647
118,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.448,0.02,-132.22349,0.88741,1107,62,,0.506,0.191
118,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.309,-0.047,-79.27045,0.92904,1077,32,,-0.349,-0.209
118,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.513,-0.347,-248.96643,0.78693,1039,112,,0.446,-0.276
118,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.391,-0.102,-74.97093,0.93365,1092,31,,-0.409,-0.215
118,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972,,0.715,-0.205,-88.52553,0.92374,1116,33,,0.704,-0.235
118,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979,,-0.196,0.3,-111.07682,0.90469,1109,35,,-0.252,0.245
118,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.384,0.302,-42.20951,0.95511,919,14,,-0.418,0.177
118,House,22120,40,5,VA,200,,,"GOOD, Bob",G000595,1965,,0.8,-0.6,-82.08259,0.92772,1094,35,,0.767,-0.642
118,House,22335,40,2,VA,200,,,"KIGGANS, Jennifer",K000399,1971,,0.259,0.436,-105.20384,0.90847,1096,34,,0.259,0.436
118,House,22374,40,4,VA,100,,,"MCCLELLAN, Jennifer",M001227,1972,,-0.555,0.048,-39.25508,0.96085,983,17,,-0.555,0.054
118,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,-0.003,-77.02459,0.93331,1116,38,,-0.404,-0.307
118,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.165,-82.71764,0.92534,1066,32,,-0.325,-0.131
118,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.436,0.098,-127.60363,0.88618,1056,55,,0.565,0.288
118,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.316,0.005,-45.41941,0.95984,1108,11,,-0.389,0.206
118,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.318,0.328,-100.68217,0.90963,1063,42,,0.308,0.359
118,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.627,-0.543,-44.17628,0.95985,1078,25,,-0.466,-0.782
118,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.283,0.423,-91.76635,0.92045,1107,36,,-0.26,0.375
118,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962,,-0.46,0.396,-45.23276,0.95968,1099,18,,-0.469,0.402
118,House,22358,73,3,WA,100,,,"PEREZ, Marie Gluesenkamp",G000600,1988,,-0.085,0.299,-302.25452,0.76031,1103,108,,-0.084,0.299
118,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.29,-0.164,-58.39571,0.94839,1102,21,,-0.49,0.055
118,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.292,-0.203,-46.92731,0.95871,1113,18,,-0.36,-0.143
118,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.568,-0.241,-83.49832,0.9208,1012,30,,0.648,-0.296
118,House,21946,56,1,WV,200,,,"MILLER, Carol",M001205,1950,,0.525,0.108,-111.35881,0.90364,1099,52,,0.614,0.155
118,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.521,-0.273,-58.11777,0.9463,1053,23,,-0.423,-0.459
118,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.525,-0.559,-38.39344,0.96475,1070,16,,-0.457,-0.589
118,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.599,-0.206,-166.34294,0.85966,1100,85,,0.644,-0.005
118,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.437,0.033,-108.11404,0.8701,777,41,,0.508,0.193
118,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981,,0.417,0.064,-119.39217,0.8982,1112,46,,0.44,0.139
118,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957,,0.642,-0.246,-98.96098,0.91411,1102,39,,0.669,-0.271
118,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963,,0.6,0.085,-102.94362,0.91166,1113,49,,0.589,-0.002
118,House,22370,25,3,WI,200,,,"VAN ORDEN, Derrick",V000135,1969,,0.376,-0.023,-193.44769,0.83697,1087,87,,0.376,-0.023
118,House,22383,25,8,WI,200,,,"WIED, Tony",W000829,1976,,0.357,-0.303,-7.13976,0.86441,49,3,,0.358,-0.316
118,House,22325,68,1,WY,200,,,"HAGEMAN, Harriet",H001096,1962,,0.654,-0.377,-99.63519,0.91318,1097,46,,0.654,-0.377
